Date,Returns,momentum_factor,value_factor,volatility_factor,quality_factor,size_factor,liquidity_factor,sentiment_factor,technical_factor,macro_factor,carry_factor
16,0.001894829937159605,-2.618982775777774,0.0673091825069304,0.48819626554491025,-0.11022461752980586,0.38945076584290955,0.35032802682690156,-0.2832632298016155,-0.1280893519355418,0.37649815502846085,-0.1250647197060633
17,0.0007878082926671946,1.9920966069903996,0.024141541221305664,0.4542831805475661,-0.19815819534775664,0.49380824090414627,0.2276593403997329,-0.299918822921178,-0.08919482084540285,0.4546781859555056,-0.11211535857562731
18,0.007442237262954872,0.4321721042432189,0.14710405596865594,0.37556527076823076,-0.006258272583179035,0.51223767705755,0.8186699396124101,-0.10936104374748229,-0.1824217097715389,0.39459098614875926,-0.1606908602885106
19,-0.003802147334124899,1.3675757822371013,0.007317974062661496,0.4254745332255947,0.15036060082582567,0.5998508994030926,-0.1509049054593535,-0.053885325599835596,-0.12256669703896515,0.31879770848889033,-0.2884654394525228
20,0.0032049361994689876,0.48288232141589876,0.14013632193882536,0.45011761957354723,0.2299886914944944,0.6252120262779649,1.136989839287971,-0.1755497150348606,-0.22234060498540806,0.24736981315633347,-0.3084879160469844
21,0.003391306639324353,1.4168265272406486,0.10512438003499659,0.4404416428328491,0.10630523612768832,0.770444733468546,0.23051756548689767,-0.21323451951243605,-0.2019138582059278,0.2757614787880829,-0.14562783799108808
22,0.006083646502031461,-3.6972232828512004,0.077461018681852,0.37619422924152657,-0.01718090394617949,0.8254564662547524,0.7558358614588114,-0.14588638142649174,-0.11215274879350676,0.3239673964731099,-0.04188312034424542
23,0.009647680753024223,-1.2483259684846277,0.1856339862049425,0.3978464931626129,0.07301734313253823,0.7607483053820735,-1.479149366520465,-0.14498846584441208,-0.021083342170039744,0.3306352012560424,-0.09916248989812004
24,0.007087529062791909,-1.661496031683971,0.27028992546705566,0.43747100488759133,0.0537173580152305,0.9038628229942995,1.7190186390475626,-0.18687778417914772,-0.10427079514436921,0.3480599292116488,-0.10075381504687866
25,0.006372761672258021,0.5393461506270739,0.30786991448714335,0.38562383799156374,0.08153688044962068,0.9322404433410688,-0.34501174601573814,-0.28146362661172497,0.04343875047305643,0.31720743399097817,-0.05142066906957288
26,0.008114851798050035,-0.09481752689054997,0.29551610033921355,0.437353287735756,0.07485231828512183,0.9448309596929255,1.3686613327209483,-0.4780773875795006,0.01801569669306418,0.2886735236659139,-0.07690805117461613
27,0.008092760888455355,-2.5834866299818424,0.1904746092275662,0.4818157727166521,0.058620005628445916,0.9538811125410094,2.25390733034862,-0.21215546474106986,-0.03319070643048145,0.2640444454869559,-0.026175182705082678
28,0.0010416919856826882,-1.2288075964564684,0.1460900609768216,0.4860614533045745,0.1729474271652805,0.8190211745047999,1.3078501455430434,-0.24182737114480382,-0.12591487612681207,0.2785911497521158,0.1648140351963068
29,-0.0017408846209873885,2.0108686864643595,0.2529305331653002,0.45932910967705515,0.30963509573371983,0.7877752415700884,-2.084085789221037,-0.19614186403963288,-0.12095325725051599,0.2658394049185767,0.07127781792111372
30,0.01710416540663278,4.682408551689907,0.3020017635968535,0.4442913579810793,0.23135052587633506,0.7410023586991841,-0.40926743492238327,0.2031665149671013,-0.06310946361548592,0.2817358051114891,-0.0013616883867661812
31,0.017256615057931017,1.1192078666398413,0.3334817688524951,0.41881563581501424,0.2492638555554646,0.7666975553012693,-0.5609794666184021,0.21564808230573845,-0.09007801189811511,0.27637968095707716,0.03592830570485055
32,0.009270437621306478,-2.942244453478962,0.3408496731647332,0.4196482330301903,0.27829672468326294,0.6550085109657944,-1.3436008233247547,0.014088168973038794,-0.04061534973658617,0.2853175156715358,0.02569602448384278
33,0.0074159184115874105,3.2470585834020906,0.27246942002886415,0.4116331939483717,0.19471116649245562,0.5925496798412271,-0.9343286404371997,0.22311141336655863,-0.013483156577961354,0.28681613422669266,0.02583002669086771
34,0.022877338023179657,-0.4684623524281504,0.30733911569409833,0.3546849486729939,0.06067892006906448,0.5049749595986941,-0.35504479654349935,0.38072484672689366,-0.003670976503441309,0.23973204123528946,0.006144623773251706
35,0.006943368327450163,-5.007363971549081,0.2370033105107644,0.32560086748965034,0.12207952195034102,0.4410004425881827,0.5517921711053149,0.4379593434916104,-0.004957205146510138,0.27282777926128915,0.01993348095220881
36,-0.005371946719174223,-0.1798399474985653,0.16676049250726968,0.31778634616300505,0.1427032375102739,0.44909834793016196,-0.17963320898095483,0.6485757409884697,0.013985713229864992,0.21475724748376224,0.05987459222342889
37,0.006871540250442525,1.87105357480296,0.1490635652484359,0.2909915272965762,0.11426187371695995,0.3752583701959687,1.6148383146904448,0.23808835716928226,-0.011783083028165487,0.20954333328547897,0.018717563447736632
38,0.0003301175174823352,-2.742794696173758,0.2113596882580327,0.3179829594429135,0.22736238276652543,0.4061193994278496,-1.142829904448312,0.3201657382458233,-0.07873196112927532,0.1847800794541883,0.09784330020266419
39,0.006487539345872932,-6.273350915511291,0.1659353885699756,0.29551407832268606,0.19654069746851544,0.4214829922857515,0.7772219828015193,0.10027751988418782,-0.08942339419688672,0.19427890836852946,-0.06505855228423245
40,0.0020943227059764063,-2.1524812292179836,0.28410704754925453,0.3073892910660159,0.10978381055204586,0.34228598399185933,-0.629363732258014,-0.2827570043474983,-0.14562614649996827,0.18383617542323383,-0.035990167445667826
41,0.0065413098689420905,-0.7895858721132205,0.1885001939306158,0.3189984733464676,0.17823691515194218,0.38846683286980255,0.11228876147244414,-0.48309411228567706,-0.1223918730463971,0.1784401389004676,-0.05612458929101902
42,0.0027775367507648667,-1.2193886181589129,0.10720600846760574,0.28062019755104906,0.0997094578481146,0.39892085168019636,-2.2208626569944583,-0.4475751073883439,-0.13734581710486715,0.1653108454795752,-0.03267140500396331
43,0.0012810820881493977,-2.879909506403172,0.05100602978711558,0.2945810204374886,0.10764838092399436,0.3463139734012707,-0.7601797709193863,-0.21221113241054237,-0.11363003697859374,0.18768300829472173,-0.025816425967560643
44,0.005742492696036962,-0.6943544454369818,0.027592621494087415,0.2653726372766742,0.07848174227673901,0.3707407161595159,0.07539920212706509,-0.5156475383949232,-0.18893447852854492,0.18096470988968838,-0.002552011575039853
45,0.009006797632891044,2.716022350210586,-0.07845421290197722,0.2410460198674723,0.020271683060227093,0.3504348578889016,-0.7140717425786979,-0.33229542256767863,-0.1847420670222038,0.19387588555271476,-0.05532742984646583
46,0.009961364693621506,-5.134329783420932,-0.08598778794664289,0.21367500161843922,0.07860949402946903,0.3162499472306661,-0.04763331860335203,-0.7181428111750038,-0.175149040069659,0.17793237855742344,0.011138055915864446
47,0.0005893183031130888,-1.2346683167155945,-0.04641216328869121,0.24088615309166628,0.0786429059790284,0.39491058641254734,-1.1557114811078304,-0.7543841229096568,-0.1002191493319461,0.19359649307622545,0.035372953844809325
48,0.006242890532423103,0.6984233004231739,-0.10783042390416761,0.21685753758799975,0.07754226367768108,0.34362585212181385,-0.8618520125390046,-0.2950308539978349,-0.12009783538088872,0.19901917098033683,0.011969010182034057
49,0.008897632004267091,0.4025594908594291,-0.10892688840721212,0.21064974669007158,0.0751042089078845,0.36311296832113155,-1.0430450159477334,-0.1101809836303797,-0.14035710802739843,0.2460338015933163,0.0123975948677089
50,0.002985390562972357,-2.5960367409620146,-0.04557731325255707,0.21312809298865887,0.14400142159028623,0.3727210338379145,0.8839375087956254,0.032496265560192236,-0.09801005193136003,0.22615176229642603,0.027202167796873743
51,0.0017462750937970062,-4.225380614479377,-0.15164605595625408,0.22371345247921737,0.10260289309030707,0.4054993390675244,-1.166297737453208,0.3921996938377949,-0.10929259651836373,0.22495298252375545,-0.00936627951555565
52,0.0038014777400491593,0.5691510513967246,-0.35436087567653407,0.22938711546161245,0.03849527989979648,0.43156156903548554,-1.0127508563974452,0.40735596232978366,-0.09220485761606906,0.200054151506643,-0.025387585003687766
53,0.007552437880683717,-2.4780330419138905,-0.284847601681149,0.273137255578561,0.05338198274058384,0.44673733775197516,1.2561608455017146,0.4441798446962202,-0.1330075369985595,0.21769317619668402,-0.01930895716582534
54,0.0021231273937688754,-0.42563814969337077,-0.3264902700320878,0.24999052176577508,0.005188763157614001,0.4747188361282478,-0.05688989011093829,0.6662305852112923,-0.15907087666172393,0.20839485624912474,-0.09059342345435215
55,0.008728493333015857,-0.1825737744606396,-0.24192050701661302,0.24911566152111128,0.011341308248834078,0.43850365863843055,1.0467537097662258,0.41430766021699017,-0.07377444042059159,0.18234501707656892,-0.05769516613857849
56,0.013306460755793312,-0.6840696252220465,-0.22757363198815495,0.23526885778865253,0.007541566813968625,0.38787592218019085,-0.328850918758654,0.7321008621934603,-0.09312029291746807,0.18348636683924022,-0.02366129542785986
57,0.004758702926244796,-3.775649319331441,-0.2254946406767818,0.23803438939751626,-0.019923144048129275,0.3629322839999441,-1.0438125423038584,1.0231671796826394,-0.09624071901793636,0.15343603716148663,-0.06670469745968381
58,0.0008215843929575163,0.9875863663074363,-0.19215407594480383,0.20864407121042303,-0.028652257147458646,0.30524757038886036,0.11168643086453871,0.8292238727619936,-0.14250166047234802,0.16891326359107597,-0.049983866283748575
59,-0.0010625303655805453,1.1309991431391133,-0.2325642279663383,0.21046016770977782,0.0005087731490195243,0.42223870888919934,-3.3506053554289865,0.7439474495508828,-0.10449478332453896,0.2031573560693506,-0.013937525434415947
60,0.016747245294805826,0.6299574466209895,-0.22139675968168454,0.1794723994652349,0.0019376975304884806,0.35944473328756,-1.048767883146936,0.3782912149946619,-0.16232170294252282,0.21754757475431574,-0.048151752249473954
61,-0.006587077816982234,-0.7582784860333018,-0.2868152341784293,0.19182498731287148,0.02382827663027966,0.34058826311168033,0.14277574143743166,0.1041771388349207,-0.1694230810141108,0.21335002501331649,-0.03993007902772102
62,0.005684299695950209,2.594724936881007,-0.2597319261906408,0.18185732397859916,0.00151825833554968,0.3141329797441476,-1.0015935197626622,-0.007077889683281357,-0.19175103539479685,0.2230146308728134,-0.001542562007195056
63,0.006035013783427361,-2.6584753600641124,-0.190208726963485,0.15062812975073048,-0.013105699965094938,0.2823092366975548,-0.5882896396834469,-0.38596849783218873,-0.2628219151065923,0.21028357679270931,0.047104835340570715
64,0.0032509373075804643,-1.107901044389864,-0.2802122185568543,0.16179183889134136,-0.04933054861146691,0.2928293419598732,-0.707541912234233,-0.0022637959245948723,-0.22917393292396693,0.20264893045221263,0.028943440196523673
65,0.010728836712379989,-3.2747910491854233,-0.22799597408188876,0.15287560369208658,0.000776820261030733,0.2363107583137785,-0.03265431423801833,-0.13996407343635942,-0.1948088627077873,0.18439108614605698,0.033584101643709494
66,0.001458518960717752,0.10035971113191322,-0.2480229835907518,0.16864712943197724,0.002116199336028457,0.3077920708161984,0.7728845184354747,0.10670383766354744,-0.14450305237650973,0.18168392678489978,-0.013603236522420056
67,0.0026038192208389906,1.524028666707659,-0.2848509582070782,0.14680472235375247,-0.05327273540758994,0.3002060706736813,-0.3089204511399708,-0.015018068837193954,-0.13045645050904714,0.15927955171198033,0.02782088794783437
68,-0.007941370761027702,-1.020512709052793,-0.3174744112325175,0.1582474649329186,-0.03311648193816545,0.31978287631837016,0.8504018468585892,-0.08921514171193981,-0.133492599775247,0.16642861688428126,0.04747726647606456
69,0.0022812052349187413,-3.040719396110174,-0.2548453749943213,0.1404905633871171,-0.02319909126182574,0.27925354911001893,-0.15589200646773793,0.15964862358164078,-0.10430827361331496,0.16515646914989143,0.014981632501160452
70,-0.001624597037629914,-2.959156806979323,-0.3529394339366331,0.12816585812673395,0.00756829245773378,0.31129111412478916,0.24158877859158204,0.42121364421694213,-0.11266842103188116,0.11791855651274344,0.04836760126228591
71,0.0034698452120941956,2.633791156057371,-0.24221466305822792,0.12676596937493148,-0.009815491820237835,0.29728692052312755,1.2232939704770405,0.5152202794921453,-0.12529957000494768,0.1302096224088514,0.06906589021298115
72,0.0073288363536794755,-1.891932287436343,-0.19001542408279337,0.13120946609249023,0.04797524795308759,0.27191627756297276,0.5524996907178384,0.44906100800984317,-0.1055456109296591,0.14210252457490594,0.043869138417890766
73,0.011481526538712306,1.4000454660079755,-0.3777798792777816,0.12972074320162277,-0.0028675425714939557,0.3261183719997203,-0.003901731397908459,0.3325416216775002,-0.1793170122248033,0.13437285745409377,0.03578100938895334
74,0.005496244050728495,0.630758298946231,-0.33689323586114583,0.11671010587222282,0.03273669269588835,0.35162036389705353,-2.181659954849537,0.4512157317469771,-0.1951285563873047,0.14093816720869426,-0.010952697401999816
75,0.006433242224919132,3.86776574381365,-0.38586219141756456,0.1207849627821394,0.044491888700041386,0.3432886815586645,-0.45377481547142945,0.37832253844480584,-0.2756704898570166,0.11628295762527976,-0.03153708299968804
76,0.011748366562475009,0.6207758250579548,-0.46854730022248386,0.10858966372949205,0.06037706858507358,0.3898098607908943,0.015587802142609998,0.3415456061143064,-0.25063307128620643,0.15187892091929805,-0.05871115332763467
77,0.004873744843171603,-4.225673699852631,-0.4167851593502323,0.11587385264592374,0.0800433224379908,0.3152166440513908,0.9216260609507327,0.3823304419356588,-0.2808079633180585,0.16888024297438364,-0.02825734542259027
78,-0.004775576639000763,-2.4650738745336858,-0.23831069213732844,0.08567098808890747,0.04121145461961356,0.27680198203363404,-0.4867158685930465,0.3624001563519409,-0.1991681448102198,0.14020652464631486,-0.048555669209671214
79,0.016023024759359177,-3.5687795113289935,-0.42261726800448013,0.08160448325792438,0.06691682897565836,0.2414301846184417,1.61549517219443,0.457278725829901,-0.21337559635981898,0.12559899621473644,-0.06796033083395041
80,-0.005057378763356508,3.083251798844065,-0.32666767840173494,0.06840998733325607,-0.007160125278700399,0.2132481247705792,1.6556341952472504,0.3827175110467657,-0.2556959680281446,0.13914550184136026,-0.08237194485075143
81,0.0011345444434643836,-2.2190644848832894,-0.3519095497212166,0.08085762600777953,0.10423000093992424,0.1824901480349383,-0.9047146012104669,0.3941384585121933,-0.2306798820930325,0.1469594900888759,-0.11950308703964514
82,0.011047867562024269,-0.56816645533049,-0.48788843263881965,0.09106374823883215,0.06536922207369818,0.16900155704136652,0.9803549483843297,0.4124361058656385,-0.2298737975830258,0.13680226696288184,-0.11254482130364715
83,0.011952495945613345,2.609394949602947,-0.3809809938472785,0.0835168005345743,0.03584232966750106,0.17833406497239748,0.03303238135011136,0.4613004872579159,-0.2445293748173525,0.14612274730369204,-0.07621845349284692
84,-0.0005178482635939012,-2.0235834829507198,-0.4367676069991107,0.07408975172546359,0.0731341868346128,0.12697128819256,0.621141685778517,0.39529763150284225,-0.22729261246314858,0.130248881300689,-0.09688594058728638
85,0.0018681921017859042,-2.6700148283203085,-0.4948173307829177,0.06251018739762294,0.0681733837979079,0.15400873083525396,0.968900841147986,0.3245644814530235,-0.2776440951839413,0.11505837053859838,-0.10953069338360286
86,-0.003394699615518045,0.14143655955219028,-0.37991949545130815,0.06751787521749014,0.04454302056141619,0.09011803295433272,-0.15676764931808876,0.4473420864295214,-0.23218163552576895,0.11973268189510886,-0.10507396455574494
87,-0.0016260233727189589,3.902471360359587,-0.40197501895342524,0.06424886936704288,0.007305476880010128,0.12466051159077286,-0.3586579552645174,0.4094916817896092,-0.21531300817135743,0.11333011848435258,-0.0782838931160749
88,0.012687669274513227,-2.840147430114574,-0.2972542167432649,0.07293103208272422,0.02970267527927011,0.09085117156755192,0.5964009391264149,0.37537773299201094,-0.2182973964742684,0.11734746631015483,-0.08242971908278898
89,0.0012116510050660502,-0.4987164339322129,-0.32442226518057987,0.042714046403317746,0.032653554203120425,0.005606777309651816,0.49003005881289946,0.3687609838969242,-0.20821454439623183,0.11185039929998235,-0.12280433133644895
90,0.0008200615264365818,3.855963692287037,-0.3458074977900177,0.07555492587323177,-0.03792851166441371,0.00010143907466828175,-0.2796787786382539,0.4357785106528469,-0.1894264835624063,0.11537504750762917,-0.13756716608815658
91,0.0023302566082540046,-2.799460453441383,-0.4164377800007842,0.03506274330923344,0.001313846704805721,0.0065669071360949655,1.845102120131445,0.4288208896109913,-0.14844683977556175,0.11927803140032865,-0.11935153828060867
92,0.0077930642807362005,-0.9303098603775694,-0.306419685120307,0.05188376531715827,-0.021219053740581056,0.013461445525665125,0.7079289659478435,0.40823282318943166,-0.2008930325060541,0.10182423359306454,-0.11016196190535289
93,0.002585170717366107,0.08364262914683036,-0.35943278431521297,0.06700590121944415,-0.027212047551292872,-0.004693403559673572,0.6291954094711373,0.3079009004547896,-0.19634898687693178,0.09944001159266261,-0.1327170185656975
94,-0.0030695853534360527,-2.1275112368452027,-0.3077630950538713,0.03529623031255382,-0.02977344654782804,0.0028623096841604557,0.480046842931617,0.3665347687537492,-0.2051476090640846,0.10230678192438573,-0.11385819000577593
95,-0.0041110672134090556,-2.398255126644988,-0.2125444831517261,0.05697683005737243,-0.030165979667534176,0.07687918590468543,0.4678399321438244,0.44366580871413996,-0.1567119247973528,0.09271605911712709,-0.13370039174903964
96,-0.007040197847834959,-2.5685082471394756,-0.15399036675436792,0.0304958515061716,-0.025978196512428556,0.0768302537273993,-0.6730723261808821,0.42185863749748304,-0.1744246336337033,0.11308623679128223,-0.1321885663805899
97,-0.0011190711060715293,1.5436548910842263,-0.14263733331008221,0.05208066066998183,-0.08533599258682409,0.1130556233328021,-0.38659511055380213,0.44845221637955396,-0.1321356507908555,0.10862286955100449,-0.15368696950281233
98,-0.0003974393544231002,0.038907295884559906,-0.18945812697247075,0.05279494062207582,-0.06980126682884333,0.03316969784391516,-1.5650476803296864,0.42395070541508983,-0.13183651207761024,0.1015635378060823,-0.09211120308440526
99,-0.00035221982910931676,-1.3727991405771922,-0.28457442064064875,0.06114015266351015,-0.058803826946286636,0.02565238926205297,1.89835133967846,0.515236802776234,-0.121563567221061,0.08852428380852108,-0.13721960954015663
100,-0.0025836585347178503,-2.215924393736104,-0.323399689037208,0.07437832264198925,-0.054594540150774876,0.10537184397770065,-0.9907905501239535,0.36569515405598874,-0.13721655788381829,0.11290165358295474,-0.16419694608330163
101,-0.0012855654264182252,0.05242736872537395,-0.234229677316049,0.035520088279185874,-0.09570929607651708,0.12969182598219745,1.0982318401402529,0.4838425415543526,-0.1883894688476359,0.0949100505934677,-0.16243890697355706
102,-0.0029901459322184036,0.44701150204018153,-0.16735032720199605,0.07154623413244929,-0.06813670388136275,0.0968810281436725,-2.1392302494671265,0.3570778095804676,-0.14815185019333668,0.0673406799163562,-0.15160062228968724
103,-0.009377684600783838,-1.4650173349719737,-0.29704621100216094,0.04833916385609558,-0.04661916641414766,0.08641367433710558,0.03326019502052543,0.3812348513646072,-0.12083923375010515,0.06365184487506033,-0.17250156302684713
104,0.004241330738831429,3.101198806393229,-0.2135118397569556,0.0645079041078239,-0.08110418643390949,0.12029727846358794,-0.4088853876338568,0.38268774976269826,-0.14120469940792077,0.050905973812085024,-0.1652661012740665
105,0.0032023805990611543,2.7549577298523236,-0.2743636229366414,0.061495239331323136,-0.05364811017722998,0.14589979382254942,-0.7350637729046298,0.44535680511720127,-0.1761102529382994,0.05263950665522195,-0.14414391466805632
106,0.0068892370456473066,3.783295536308663,-0.26910407422979965,0.0432873612759561,-0.07275452163203132,0.14895769738462755,-1.3328832470288579,0.46012552327503176,-0.1904512588881317,0.04676393494525541,-0.17167442947225997
107,0.010946747512376951,-0.2158448449576264,-0.2869333511234093,0.06693219237178026,0.012247244452663859,0.16227638665402067,-0.16603859810272442,0.3724896327741696,-0.2069384099487093,0.042517306642200554,-0.1579510020743491
108,0.0009414101006274996,-1.7281682288079465,-0.16175864224770425,0.06286230442227547,-0.03677463352215538,0.19028477534561156,0.6747142598426225,0.4439156857307567,-0.15021599892012835,0.019907498766604775,-0.12237870897592024
109,-0.004832888906517697,-2.809999996313535,-0.27294370175105825,0.04275562285604256,0.0311354409806473,0.21177491187553796,-0.5968243804950102,0.414449372892877,-0.12805417025681537,0.04398741971623405,-0.10416033284146614
110,-0.0025341663619003725,-2.7421232068314394,-0.214228136265734,0.04435949706025748,0.0050954668050230195,0.22800604169102212,-0.5917605215000127,0.3010272614055588,-0.08455798996057051,0.02802345909701282,-0.1044135080779474
111,0.0018304979236109268,-3.3454212290082705,-0.11073270972478001,0.06174965232432402,0.060654426587850946,0.13958908825680796,-1.2430961339968696,0.2786860120788813,-0.10118593542212041,0.04387987851557467,-0.0852847205845956
112,-0.010051988080643458,-1.836385300828364,-0.007028037126877111,0.04194339259235075,0.02349940038466438,0.10228035754544475,0.15769468376216642,0.3858487905073075,-0.10336802524552487,0.03711763430952638,-0.10738973511537896
113,-0.0067381703762201565,-7.721637842029765,-0.009960786132486722,0.03365625552654311,0.007066426663077073,0.0733378379392735,2.293010720526219,0.4243992248030931,-0.03263286261772418,0.026201978023086187,-0.12428981963479711
114,-0.009141473867099245,2.2840491442831556,-0.061590379147940924,0.03939043846744371,-0.02828650130579641,0.08966750689663248,1.8712817491465326,0.4062962732750994,0.003642743469576129,0.014061939784913444,-0.10765211066249193
115,-0.004579760412160829,2.7415477674834756,-0.01682383296408053,0.0516328512880056,-0.051495210900733314,0.048340108886402756,1.857811035702762,0.37949951462929277,-0.002000673523145938,0.015678120347170716,-0.09626635058954686
116,-0.00034198452409013786,-0.5511787444156572,0.06828567649611036,0.03322705293144418,-0.031159130476151743,0.11555819932546958,0.48166772842778843,0.47251111766035586,-0.014842175039322104,0.0033339256009907855,-0.0637081157895683
117,-0.0027745943191288,-1.5739712813756406,0.09005110221802116,0.04647931740282383,0.03440907630189808,0.08898308545196708,-1.1791300628435648,0.3944285486998036,-0.028396517681932736,-0.030679918223501277,-0.06077532053653453
118,-0.004470397993477848,-0.07999198053270794,-0.0306554925240811,0.058780938045363586,-0.024631984673067615,0.039762445900346895,0.5795082338583878,0.43596857029002145,0.010082119218004669,-0.021136187899107133,-0.058741377989169674
119,-0.0004673663627698959,-1.7661877696568498,-0.054994166800375555,0.059106337598457945,-0.07497124828616972,0.03337691978040713,-2.0241677986982567,0.4471690382724114,0.002175082940081771,-0.018721865807017974,-0.06209018933956623
120,-0.007444564033332406,1.0818122321579955,-0.08004478026394574,0.0484775284420798,-0.08829315182427992,0.010754903987369108,-0.6613864858707202,-0.3712945601417029,-0.046251389175810405,0.006878560146138941,-0.0986564525753538
121,-0.008552395761149868,-0.9376149994102773,-0.15890983124962177,0.04358017857565601,-0.05773521085995993,0.03620458950884025,0.5431266006805058,-0.08169357887413625,0.027966736439448355,0.005744320873833951,-0.07576324062180617
122,0.0041439516630316225,1.366720002231267,-0.12035539520160951,0.04116807917136548,-0.0627876306065744,-0.026636789755325938,0.519666454865275,-0.3236694003416578,-0.062307729745541836,-0.02224379718644769,-0.07226631086665206
123,-0.0018686829961859588,-1.6556316204399695,-0.14540834688905266,0.06703687876362395,-0.033116234313828964,-0.03358163611994814,-0.44385874469224357,-0.5598686481698155,-0.05214542148698367,-0.0301666641468436,-0.06412572373186866
124,-0.005600993472994974,-0.4349483589705698,-0.2806805103236728,0.0525013114979409,-0.016502086666701613,-0.1479266789931898,0.6504325569704495,-0.2312877113289984,-0.05680301046896164,-0.03196021267727558,-0.04252408000198473
125,0.00672971484872795,1.3405011744022375,-0.2646872361955464,0.05483683369058622,0.0010980674617061365,-0.1319721801330447,-0.9576054173978473,-0.008069581633020772,-0.0365012897259978,-0.01210865453329175,-0.026397238444139316
126,0.004797328019274598,-1.5103342025481727,-0.19849882590654863,0.057324873856065967,0.010137808938834703,-0.1344552453543438,-0.8486874968557875,-0.3896355530183855,0.06386712028204014,-0.01473265764670535,-0.04536614454705206
127,-0.0009667423589986028,-1.386072054799929,-0.1599536840760535,0.01453187645167963,0.035213196708253076,-0.21641804418516755,0.5285051511772624,-0.17201051766309672,0.020110502901588338,-0.02361600620224469,-0.08034387844883525
128,-0.010380249527504385,0.894032663471553,-0.3210742952706029,0.027184864060015364,-0.03411251235593794,-0.135963884787471,-2.8246955281891526,0.08742967226334934,0.047989116542256814,0.00023298125589671357,-0.10539386759308014
129,-0.005536630983012491,0.017313054369217474,-0.21833127434817237,0.02034607810202841,-0.02751855936225285,-0.15122935481034674,0.182089743722891,0.09468240965453227,0.009498639264837542,-0.005547138849534228,-0.06770395207842315
130,-0.001662107040857061,-0.7954891384056882,-0.21002757743578476,0.04424410491864696,-0.026150367395011073,-0.11780389722968744,-1.4473423201616322,-0.19957660094776378,0.07850278369064952,-0.014712603054267276,-0.04736436201418375
131,-0.0037364185993948077,-2.8056869264200843,-0.09451665919965062,0.05139214901173691,-0.014257646500106148,-0.1544090294226792,0.7400803479916062,-0.16604646013838406,0.11824235917452913,-0.005713680408192035,-0.021170562611430438
